is_fake,num_digits,num_letters,num_dots,num_hyphens,external_count,social_media_links,social_media_shallow_links,social_media_share_links,total_products,percentage_discounted_products,percentage_extremely_discounted_products
0,0,21,1,0,26,3,0,0,3,0.0,0.0
0,0,27,1,0,12,3,0,0,6,0.0,0.0
0,0,24,2,0,0,0,0,0,38,0.0,0.0
0,0,17,1,0,25,4,0,0,3,0.67,0.0
0,0,24,2,0,0,0,0,0,22,0.18,0.0
0,0,17,1,0,16,5,0,0,18,0.0,0.0
0,0,22,1,0,0,0,0,0,6,0.0,0.0
0,0,18,1,0,0,0,0,0,10,1.0,0.9
0,0,20,2,0,117,5,0,0,12,0.0,0.0
0,0,21,1,0,55,3,0,0,79,0.0,0.0
0,0,12,1,0,68,7,0,0,8,0.0,0.0
0,0,12,1,0,31,7,0,2,5,0.0,0.0
0,0,18,1,0,75,3,0,0,4,0.0,0.0
0,0,24,1,0,5,0,0,0,6,0.0,0.0
0,0,28,1,0,55,5,0,0,254,0.65,0.0
0,0,16,2,0,105,16,0,0,30,0.1,0.03
0,1,19,1,0,32,4,0,0,12,0.0,0.0
0,0,17,1,0,67,4,0,0,120,0.0,0.0
0,0,19,2,0,42,7,0,0,36,0.39,0.0
0,0,20,1,0,52,4,0,0,14,1.0,1.0
0,0,13,1,0,0,0,0,0,26,0.0,0.0
0,0,17,1,0,3,3,0,0,13,0.0,0.0
0,0,19,1,0,8,2,0,0,4,0.0,0.0
0,0,20,2,0,45,2,0,0,12,0.5,0.0
0,0,22,2,0,8,5,0,0,32,0.34,0.0
0,0,22,2,0,36,3,0,0,43,0.0,0.0
0,0,17,1,0,63,4,0,0,34,0.82,0.15
0,0,27,2,0,19,3,0,0,13,0.0,0.0
0,0,24,1,0,13,0,0,0,3,0.0,0.0
0,0,21,1,0,29,8,0,2,2,1.0,0.0
0,0,25,1,0,18,3,1,0,15,0.0,0.0
0,0,14,1,0,5,0,0,0,20,1.0,1.0
0,0,18,2,0,36,10,0,0,6,0.0,0.0
0,0,12,1,0,35,13,0,0,2,0.0,0.0
0,0,16,1,0,58,3,0,0,9,0.0,0.0
0,0,18,2,0,25,3,0,0,15,0.0,0.0
0,0,16,1,0,56,3,0,0,24,0.17,0.0
0,0,18,1,0,55,4,0,0,5,0.0,0.0
0,0,18,1,0,16,2,0,0,9,0.0,0.0
0,0,30,2,0,36,13,0,0,54,0.83,0.41
0,0,13,1,0,25,2,0,0,4,0.0,0.0
0,1,14,1,0,66,2,0,0,6,0.0,0.0
0,0,20,1,0,51,5,1,0,27,0.0,0.0
0,0,13,1,0,76,6,0,0,4,1.0,0.0
0,0,24,1,0,38,5,0,0,10,0.0,0.0
0,0,21,1,0,47,2,0,0,5,0.6,0.0
0,0,11,1,0,3,0,0,0,3,0.0,0.0
0,0,21,1,0,32,3,0,0,8,0.0,0.0
0,0,14,1,0,45,4,0,0,20,0.0,0.0
0,0,15,1,0,49,4,0,0,2,0.0,0.0
0,0,20,1,0,11,2,0,0,17,0.0,0.0
0,0,16,1,0,46,3,0,0,23,0.0,0.0
0,1,21,2,0,5,1,0,0,4,0.0,0.0
0,0,24,1,0,51,0,0,0,24,0.0,0.0
0,0,16,2,1,310,4,0,0,26,0.04,0.0
0,0,22,1,0,42,0,0,0,8,0.0,0.0
0,0,12,1,0,54,2,0,0,8,0.0,0.0
0,0,16,1,0,7,1,0,0,62,0.4,0.0
0,0,14,1,0,17,1,0,0,12,0.0,0.0
0,0,20,1,0,1,0,0,0,6,0.0,0.0
0,0,24,1,0,22,1,0,0,10,0.7,0.1
0,0,22,1,0,36,2,0,0,14,0.0,0.0
0,0,21,1,0,30,3,0,0,24,0.0,0.0
0,0,16,1,0,0,0,0,0,6,0.83,0.67
0,0,26,2,0,10,2,0,0,35,0.0,0.0
0,0,14,1,0,20,3,0,0,10,0.0,0.0
0,0,19,2,0,16,3,0,0,7,0.0,0.0
0,0,17,1,0,8,3,0,0,2,0.0,0.0
0,0,18,1,0,17,2,0,0,3,0.0,0.0
0,0,29,2,0,121,5,0,0,11,0.0,0.0
0,0,21,1,0,0,0,0,0,12,0.0,0.0
0,0,18,2,0,8,0,0,0,20,0.15,0.05
0,0,22,1,0,17,1,0,0,35,0.09,0.06
0,0,24,1,0,39,5,0,0,22,0.41,0.0
0,0,14,1,0,32,4,0,0,25,0.0,0.0
0,0,19,1,0,0,0,0,0,3,0.0,0.0
0,0,22,1,1,66,2,0,0,12,0.0,0.0
0,0,16,2,0,6,0,0,0,11,0.27,0.0
0,0,15,1,0,3,2,0,0,21,0.0,0.0
0,0,20,1,0,0,0,0,0,19,0.16,0.0
0,0,15,1,0,9,3,0,0,16,0.0,0.0
0,0,22,1,0,28,6,0,0,2,0.0,0.0
0,0,14,1,0,0,0,0,0,2,0.0,0.0
0,0,34,1,0,1,0,0,0,3,0.0,0.0
0,0,17,2,0,0,0,0,0,17,0.0,0.0
0,0,19,1,0,7,4,0,0,5,0.0,0.0
0,0,24,1,0,0,0,0,0,15,0.0,0.0
0,0,20,1,0,43,3,0,0,12,0.0,0.0
0,0,22,1,0,152,2,0,0,8,0.0,0.0
0,0,11,1,1,7,1,0,0,2,0.0,0.0
0,0,13,1,0,4,0,0,0,2,0.0,0.0
0,0,21,2,0,12,5,0,1,3,0.0,0.0
0,0,14,1,0,44,4,0,0,19,0.16,0.16
0,0,30,1,0,11,4,0,0,3,0.33,0.33
0,0,21,1,0,5,0,0,0,12,0.0,0.0
0,0,26,1,0,41,0,0,0,12,0.42,0.08
0,0,18,1,0,36,2,0,0,4,0.0,0.0
0,0,19,1,0,0,0,0,0,16,1.0,0.12
0,0,22,1,0,64,2,0,0,3,1.0,0.33
0,0,16,2,0,0,0,0,0,8,0.0,0.0
0,0,19,1,0,1,2,0,0,19,0.74,0.0
0,0,21,2,0,21,6,0,0,103,0.0,0.0
0,0,21,2,0,0,0,0,0,6,0.0,0.0
0,0,16,1,0,45,9,0,0,4,0.0,0.0
0,0,17,1,0,12,3,0,0,8,0.62,0.0
0,0,17,1,0,8,0,0,0,15,1.0,0.0
0,0,17,1,0,5,4,0,0,21,0.0,0.0
0,0,13,1,0,36,2,0,0,15,0.6,0.0
0,0,22,2,0,7,2,0,0,11,0.36,0.0
0,0,19,1,0,0,0,0,0,9,0.0,0.0
0,0,37,1,0,5,0,0,0,3,0.0,0.0
0,0,23,1,0,112,1,0,0,23,0.0,0.0
0,0,18,1,0,15,4,0,0,12,0.17,0.0
0,0,19,1,0,20,2,0,0,8,0.0,0.0
0,0,20,2,0,28,12,0,0,6,0.0,0.0
0,0,16,1,0,30,0,0,0,12,0.0,0.0
0,0,26,2,0,16,2,0,0,6,1.0,0.0
0,0,16,2,0,21,3,0,0,59,0.34,0.0
0,0,16,1,0,0,0,0,0,9,0.56,0.0
0,0,17,1,0,24,9,0,0,4,0.0,0.0
0,0,30,2,0,21,0,0,0,11,0.09,0.0
0,0,15,1,0,12,10,0,6,34,0.0,0.0
0,0,17,2,0,32,2,0,0,29,0.0,0.0
0,0,30,2,0,8,2,0,0,9,0.0,0.0
0,0,24,1,0,29,2,0,0,9,0.33,0.0
0,0,18,2,0,3,1,0,0,54,0.0,0.0
0,0,20,1,0,12,0,0,0,16,0.0,0.0
0,0,20,1,0,94,8,0,0,4,0.0,0.0
0,0,24,1,1,33,0,0,0,2,0.0,0.0
0,0,19,2,1,0,0,0,0,47,0.0,0.0
0,0,14,1,0,0,0,0,0,13,0.08,0.0
0,0,24,1,0,0,0,0,0,14,0.71,0.57
0,0,16,1,0,72,3,0,0,5,0.6,0.2
0,0,17,1,0,22,1,0,0,20,0.0,0.0
0,0,13,1,0,21,3,0,0,53,0.0,0.0
0,0,25,2,0,443,3,0,0,16,0.06,0.06
0,0,15,1,0,0,0,0,0,5,0.0,0.0
0,0,21,2,0,8,3,0,0,215,0.0,0.0
0,0,22,1,0,0,0,0,0,25,0.68,0.68
0,0,23,1,0,13,3,0,0,14,0.57,0.0
0,0,18,2,0,4,0,0,0,10,0.0,0.0
0,0,20,2,1,2,0,0,0,48,0.0,0.0
0,1,12,1,1,29,4,0,2,14,0.5,0.0
0,0,17,1,0,17,5,0,0,14,0.0,0.0
0,0,19,1,0,7,2,0,0,19,0.0,0.0
0,0,21,2,0,6,2,0,0,36,1.0,0.0
0,0,17,1,0,13,0,0,0,23,0.0,0.0
0,0,27,1,0,53,4,0,0,62,0.0,0.0
0,0,20,1,0,4,1,0,0,12,0.0,0.0
0,0,24,1,1,2,0,0,0,60,0.0,0.0
0,0,21,2,0,2,2,0,0,21,0.0,0.0
0,0,21,1,0,5,0,0,0,56,0.0,0.0
0,0,24,1,0,13,0,0,0,16,0.0,0.0
0,0,12,1,0,57,3,0,0,10,0.2,0.0
0,0,16,1,0,28,0,0,0,4,0.0,0.0
0,0,21,1,0,20,4,0,0,25,0.0,0.0
0,0,17,1,0,0,0,0,0,30,0.0,0.0
0,0,20,1,0,4,2,0,0,12,0.0,0.0
0,1,21,1,0,2,1,0,1,22,0.0,0.0
0,0,16,1,1,13,1,0,0,15,0.13,0.0
0,0,15,1,0,4,2,0,0,4,0.0,0.0
0,0,18,1,0,9,2,0,0,16,0.0,0.0
0,0,22,1,0,23,2,0,0,23,0.43,0.0
0,0,24,1,0,53,0,0,0,14,0.0,0.0
0,0,16,1,0,41,1,0,0,36,0.0,0.0
0,0,20,1,0,74,3,0,0,7,0.0,0.0
0,0,15,2,0,9,3,2,0,2,0.0,0.0
0,0,20,1,0,9,0,0,0,7,0.14,0.0
0,0,16,1,0,60,3,3,0,16,0.5,0.0
0,0,20,3,0,26,3,0,0,6,0.0,0.0
0,0,20,1,2,29,2,0,0,10,0.0,0.0
0,0,23,1,0,44,1,0,0,2,0.0,0.0
0,0,19,2,0,0,0,0,0,4,0.0,0.0
0,0,21,2,2,107,9,0,0,11,0.0,0.0
0,0,18,2,0,53,4,0,0,95,0.17,0.11
0,0,23,1,0,0,0,0,0,38,0.0,0.0
0,0,13,1,0,3,5,0,0,69,0.0,0.0
0,0,21,1,1,0,0,0,0,8,0.0,0.0
0,0,11,1,0,41,2,0,0,48,0.06,0.0
0,0,24,1,0,26,0,0,0,39,0.0,0.0
0,0,24,1,0,35,0,0,0,4,0.0,0.0
0,0,17,2,0,24,1,0,0,17,0.0,0.0
0,0,18,1,0,6,2,0,0,19,0.0,0.0
0,0,15,1,0,2,1,0,0,21,0.0,0.0
0,0,16,1,0,15,2,0,0,3,0.0,0.0
0,0,17,1,0,19,3,0,0,6,0.5,0.5
0,0,20,1,0,112,10,0,0,29,0.0,0.0
0,0,17,1,0,91,25,0,0,129,0.0,0.0
0,0,16,1,0,81,3,0,0,4,0.25,0.25
0,0,13,1,0,52,3,0,0,4,0.5,0.25
0,0,21,1,0,10,3,0,0,4,1.0,0.0
0,0,13,1,0,0,0,0,0,16,0.0,0.0
0,1,17,1,0,59,4,0,0,8,0.0,0.0
0,0,16,2,0,63,3,0,0,16,0.0,0.0
0,0,17,1,0,7,3,0,0,16,0.0,0.0
0,0,17,1,0,1,0,0,0,17,0.0,0.0
0,0,16,2,0,696,4,0,0,100,0.7,0.0
0,0,26,1,0,4,1,0,0,10,0.0,0.0
0,0,18,1,0,12,3,0,0,5,0.0,0.0
0,0,24,1,0,94,0,0,0,4,0.0,0.0
0,0,22,1,0,46,15,0,6,15,0.6,0.07
0,0,19,2,0,46,4,0,0,28,0.14,0.0
0,0,19,1,0,37,4,0,0,22,0.0,0.0
0,0,26,1,0,90,0,0,0,66,0.0,0.0
0,0,17,1,0,69,5,0,0,15,0.27,0.0
0,0,24,1,0,0,0,0,0,5,0.2,0.0
0,0,17,1,0,0,0,0,0,8,1.0,0.62
0,0,25,2,0,19,2,0,0,26,0.0,0.0
0,1,24,2,1,10,1,0,0,22,0.0,0.0
0,0,11,1,0,40,4,0,0,6,0.0,0.0
0,0,14,1,0,0,0,0,0,21,0.9,0.33
0,0,19,1,0,27,5,0,0,49,0.0,0.0
0,0,19,1,0,12,2,0,0,48,0.0,0.0
0,0,14,1,0,11,4,0,0,44,0.0,0.0
0,0,13,1,0,24,8,0,0,4,0.0,0.0
0,0,17,1,0,67,14,0,0,10,0.0,0.0
0,0,17,1,0,17,2,0,0,2,0.0,0.0
0,0,22,1,0,0,0,0,0,34,0.41,0.0
0,0,22,1,0,59,8,0,0,5,0.0,0.0
0,0,21,1,1,45,4,0,2,7,0.0,0.0
0,0,17,1,1,344,7,0,0,7,0.0,0.0
0,0,19,2,0,0,0,0,0,41,0.0,0.0
0,0,17,1,0,7,1,0,0,20,0.0,0.0
0,0,23,1,0,15,2,0,0,6,0.0,0.0
0,0,12,1,0,61,5,1,0,14,0.0,0.0
0,0,17,1,0,25,4,0,0,13,0.0,0.0
0,0,15,1,0,7,4,0,0,6,0.0,0.0
0,0,24,1,0,0,0,0,0,5,0.0,0.0
0,0,25,2,0,3,0,0,0,302,0.0,0.0
0,0,13,1,0,0,0,0,0,15,0.0,0.0
0,0,16,1,0,51,4,0,0,16,0.0,0.0
0,0,16,2,1,52,4,4,0,6,1.0,1.0
0,0,16,1,0,59,4,0,0,2,0.5,0.0
0,0,12,1,0,20,3,0,0,20,0.0,0.0
0,0,17,1,0,49,4,1,0,3,0.0,0.0
0,0,22,1,0,97,2,0,0,16,0.0,0.0
0,0,12,1,0,51,4,0,0,4,0.0,0.0
0,0,13,1,0,0,0,0,0,25,0.0,0.0
0,0,36,1,0,9,2,0,0,51,0.0,0.0
0,0,14,1,0,36,5,0,0,21,0.0,0.0
0,0,23,1,0,28,4,0,0,15,0.0,0.0
0,0,19,1,0,0,0,0,0,18,0.28,0.0
0,0,16,1,0,4,4,0,0,9,0.0,0.0
0,0,17,2,0,6,1,0,0,9,0.0,0.0
0,0,13,1,0,0,0,0,0,40,1.0,0.55
0,0,15,1,0,20,2,0,0,9,0.0,0.0
0,0,18,1,0,0,0,0,0,29,0.0,0.0
0,0,20,1,0,83,9,1,0,4,0.0,0.0
0,0,21,1,0,0,0,0,0,51,0.59,0.12
0,0,20,2,0,22,5,0,0,12,0.0,0.0
0,0,27,1,0,34,0,0,0,6,0.0,0.0
0,0,20,1,0,6,0,0,0,15,0.0,0.0
0,0,14,1,0,26,0,0,0,64,0.0,0.0
0,0,16,1,0,11,2,0,0,5,0.6,0.0
0,0,19,1,0,0,0,0,0,5,0.0,0.0
0,0,20,1,0,25,0,0,0,9,0.78,0.56
0,0,13,1,0,57,4,0,0,10,0.0,0.0
0,0,20,1,0,11,2,0,0,21,0.1,0.0
0,0,18,1,0,51,0,0,0,14,0.0,0.0
0,0,19,2,0,64,4,0,0,2,0.0,0.0
0,0,31,1,0,11,3,0,0,5,0.0,0.0
0,0,34,2,0,0,0,0,0,2,0.0,0.0
0,0,20,1,0,39,8,0,0,10,0.0,0.0
0,0,27,2,0,8,4,0,0,23,0.0,0.0
0,0,16,1,0,29,3,0,0,6,0.0,0.0
0,0,15,1,0,37,2,0,0,5,0.0,0.0
0,0,17,1,0,0,0,0,0,12,0.17,0.0
0,0,17,1,0,19,3,0,0,6,0.5,0.0
0,0,17,1,0,8,7,0,0,128,0.0,0.0
0,0,22,1,0,0,0,0,0,4,0.0,0.0
0,1,20,1,0,10,4,0,0,14,0.0,0.0
0,0,23,2,0,34,3,0,0,15,0.4,0.27
0,0,19,1,0,6,0,0,0,278,0.0,0.0
0,0,21,2,0,34,2,0,0,12,1.0,0.0
0,0,21,1,0,48,0,0,0,26,0.0,0.0
0,0,20,2,0,8,2,0,0,8,0.0,0.0
0,0,20,1,0,19,0,0,0,2,0.0,0.0
0,0,16,2,0,25,4,0,0,17,0.0,0.0
0,2,11,1,0,56,2,0,0,9,0.0,0.0
0,0,23,1,0,5,0,0,0,9,0.89,0.78
0,0,22,1,0,2,0,0,0,38,0.0,0.0
0,0,22,2,0,40,0,0,0,19,0.0,0.0
0,0,29,2,0,46,4,0,0,25,0.0,0.0
0,0,21,1,0,30,5,0,0,38,0.0,0.0
0,0,17,1,0,77,4,0,0,5,0.0,0.0
0,0,20,1,0,13,3,0,0,4,0.25,0.25
0,0,19,1,0,26,0,0,0,6,0.0,0.0
0,0,20,1,0,51,4,0,0,4,0.5,0.0
0,2,13,2,0,25,8,0,0,27,0.0,0.0
0,0,20,2,2,6,2,0,0,12,0.0,0.0
0,0,18,1,0,5,0,0,0,8,0.0,0.0
0,3,25,1,0,11,2,0,0,8,0.0,0.0
0,0,20,2,0,7,2,0,0,14,0.86,0.86
0,0,27,2,0,5,0,0,0,5,0.0,0.0
0,0,14,1,0,82,4,0,0,35,0.06,0.0
0,0,15,2,0,0,0,0,0,4,0.0,0.0
0,0,22,3,1,31,3,0,0,25,0.24,0.0
0,0,15,1,0,16,2,0,0,9,0.0,0.0
0,0,21,1,1,22,4,0,0,13,0.0,0.0
0,0,14,1,0,26,3,0,3,8,0.0,0.0
0,0,16,1,0,37,2,0,0,20,0.0,0.0
0,0,21,1,0,0,0,0,0,13,0.0,0.0
0,2,18,1,0,4,1,0,0,46,0.26,0.04
0,0,15,1,0,2,2,0,0,21,0.0,0.0
0,0,11,1,0,45,3,0,0,26,0.0,0.0
0,0,18,1,0,5,6,0,0,2,0.0,0.0
0,0,22,1,0,0,0,0,0,19,0.0,0.0
0,0,30,2,0,33,0,0,0,14,0.0,0.0
0,0,18,1,0,65,3,0,0,12,0.0,0.0
0,0,22,1,0,0,0,0,0,12,0.0,0.0
0,0,14,1,0,17,4,0,0,6,1.0,0.17
0,0,19,1,0,15,3,0,0,20,0.0,0.0
0,0,16,1,0,49,2,0,0,4,0.0,0.0
0,0,22,1,0,38,3,0,0,6,0.0,0.0
0,0,17,1,0,52,4,0,0,8,0.0,0.0
0,0,25,1,0,98,2,0,0,38,0.0,0.0
0,0,19,1,0,20,3,0,0,3,0.0,0.0
0,0,27,2,0,20,3,0,0,144,0.01,0.0
0,0,21,1,1,65,3,0,0,3,0.0,0.0
0,0,20,1,0,55,6,0,0,3,0.0,0.0
0,0,19,1,0,25,7,0,0,5,0.0,0.0
0,0,25,2,0,61,2,0,0,16,0.0,0.0
0,0,22,2,0,0,0,0,0,16,0.0,0.0
0,0,17,1,0,52,5,2,0,4,0.0,0.0
0,0,23,1,0,36,5,0,0,12,0.0,0.0
0,0,25,2,0,56,3,0,0,5,0.0,0.0
0,0,17,1,0,0,0,0,0,16,0.0,0.0
0,0,16,1,0,38,0,0,0,15,0.47,0.0
0,0,18,1,0,3,0,0,0,4,0.0,0.0
0,0,25,1,0,0,0,0,0,40,0.0,0.0
0,0,17,2,0,53,12,0,0,12,0.67,0.0
0,0,17,1,0,21,3,0,0,59,0.42,0.0
0,0,17,1,0,39,0,0,0,2,0.0,0.0
0,0,18,2,0,22,7,0,0,8,0.0,0.0
0,0,15,1,0,12,0,0,0,28,0.0,0.0
0,0,22,1,0,0,0,0,0,16,0.0,0.0
0,0,17,1,0,23,4,0,0,9,0.0,0.0
0,0,14,1,0,66,5,1,0,16,0.0,0.0
0,0,28,2,0,69,3,0,0,27,0.0,0.0
0,0,19,1,1,0,0,0,0,20,1.0,1.0
0,0,20,1,0,0,0,0,0,94,0.0,0.0
0,0,16,2,0,0,0,0,0,9,0.44,0.11
0,0,18,2,0,15,0,0,0,13,0.0,0.0
0,0,19,1,0,0,0,0,0,4,0.0,0.0
0,0,17,1,0,15,3,0,0,54,0.0,0.0
0,0,19,1,0,33,0,0,0,5,1.0,0.0
0,0,13,1,0,64,0,0,0,24,0.0,0.0
0,0,18,1,0,10,5,0,0,44,0.34,0.14
0,0,18,1,0,6,4,0,0,7,0.29,0.0
0,0,19,1,0,0,0,0,0,3,0.0,0.0
0,0,26,1,0,19,2,0,0,8,0.0,0.0
0,0,16,1,1,10,2,0,0,16,0.0,0.0
0,0,15,1,0,5,3,0,0,32,0.0,0.0
0,0,23,2,0,148,0,0,0,16,0.0,0.0
0,0,20,2,0,11,3,0,0,8,0.0,0.0
0,0,17,1,1,3,0,0,0,14,0.0,0.0
0,0,23,2,0,0,0,0,0,17,0.0,0.0
0,0,17,2,0,12,2,0,0,12,0.0,0.0
0,0,17,1,0,12,2,0,0,2,0.0,0.0
0,0,17,1,0,36,4,0,0,15,0.0,0.0
0,0,17,1,0,3,0,0,0,62,0.02,0.02
0,0,14,1,0,6,0,0,0,7,0.14,0.14
0,0,28,2,0,4,3,0,0,8,0.88,0.0
0,0,18,1,0,0,0,0,0,12,0.0,0.0
0,0,18,1,0,91,4,0,0,5,0.4,0.0
0,0,18,1,0,56,12,0,0,58,0.0,0.0
0,0,21,2,0,150,3,0,0,14,1.0,0.5
0,0,17,1,0,0,0,0,0,10,0.0,0.0
0,0,17,1,1,6,1,0,0,16,0.0,0.0
0,0,11,1,0,30,4,0,0,4,0.0,0.0
0,0,28,3,2,9,0,0,0,31,0.0,0.0
0,0,17,2,0,14,1,0,0,4,0.0,0.0
0,0,26,1,0,0,0,0,0,3,0.0,0.0
0,0,17,1,0,0,0,0,0,8,0.0,0.0
0,0,19,1,0,20,0,0,0,32,1.0,0.31
0,0,15,1,0,12,1,0,0,150,1.0,0.98
0,0,22,1,0,0,0,0,0,10,0.0,0.0
0,0,23,1,0,41,3,1,0,8,0.0,0.0
0,0,17,1,0,3,2,0,0,21,0.05,0.0
0,0,14,1,0,2,4,0,0,22,0.23,0.23
0,0,14,1,0,3,0,0,0,13,0.0,0.0
0,0,34,2,0,36,0,0,0,10,0.0,0.0
0,0,15,1,0,30,2,0,0,31,0.0,0.0
0,0,17,1,0,25,1,0,0,70,0.14,0.0
0,0,15,1,0,15,2,0,0,12,0.0,0.0
0,0,28,2,0,4,2,0,0,48,0.0,0.0
0,0,19,1,0,11,4,0,0,19,0.0,0.0
0,0,26,2,0,8,0,0,0,12,0.17,0.0
0,0,11,1,0,56,5,0,0,8,0.0,0.0
0,0,19,1,0,32,3,0,0,29,0.0,0.0
0,0,21,1,1,37,3,0,0,9,0.0,0.0
0,0,23,1,0,22,1,0,0,11,0.0,0.0
0,0,13,1,0,77,5,1,0,162,0.02,0.02
0,0,15,1,0,9,0,0,0,12,0.0,0.0
0,0,27,1,0,5,0,0,0,29,0.0,0.0
0,0,15,1,0,6,4,0,0,21,0.0,0.0
0,0,19,1,0,105,2,0,0,10,1.0,0.0
0,0,18,1,0,13,3,0,0,26,0.19,0.0
0,0,23,1,0,30,0,0,0,5,0.0,0.0
0,0,28,2,0,20,0,0,0,4,0.0,0.0
0,1,13,1,0,25,3,0,3,23,0.0,0.0
0,0,21,2,1,19,2,0,0,4,0.0,0.0
0,0,22,2,0,21,3,0,0,65,0.15,0.06
0,0,17,1,0,0,0,0,0,18,0.0,0.0
0,0,18,2,0,14,2,0,0,6,0.0,0.0
0,0,22,1,0,14,6,0,0,22,1.0,0.27
0,0,13,1,0,11,1,1,0,23,0.0,0.0
0,0,15,1,0,68,3,0,0,16,0.0,0.0
0,0,16,1,0,37,0,0,0,21,0.0,0.0
0,0,18,1,1,0,0,0,0,21,0.0,0.0
0,0,18,1,1,36,2,0,0,42,0.52,0.24
0,0,12,1,0,32,1,0,0,21,0.0,0.0
0,0,15,1,0,30,3,0,0,9,0.0,0.0
0,0,17,1,0,26,4,0,0,12,0.0,0.0
0,0,16,1,0,0,0,0,0,18,0.17,0.0
0,0,23,1,0,3,0,0,0,12,0.92,0.92
0,0,17,1,0,113,3,0,0,3,0.67,0.33
0,0,16,1,0,9,4,0,0,16,0.0,0.0
0,0,12,1,1,24,0,0,0,10,0.0,0.0
0,0,14,1,0,20,2,0,0,9,0.0,0.0
0,0,21,1,0,171,6,0,1,45,0.29,0.02
0,0,16,1,0,8,4,0,1,2,0.0,0.0
0,0,11,1,0,21,4,0,0,11,0.0,0.0
0,0,23,1,0,12,3,0,0,7,0.0,0.0
0,0,25,2,0,48,4,0,0,12,0.0,0.0
0,0,16,1,0,12,3,0,0,21,0.0,0.0
0,0,23,1,0,325,2,0,0,38,0.0,0.0
0,0,18,1,0,47,4,0,0,8,0.0,0.0
0,0,29,1,0,58,0,0,0,16,0.06,0.0
0,0,18,1,0,11,0,0,0,37,0.0,0.0
0,0,19,1,0,0,0,0,0,3,0.0,0.0
0,0,18,1,1,36,0,0,0,5,0.2,0.0
0,0,17,1,1,0,0,0,0,16,0.0,0.0
0,0,19,1,0,24,0,0,0,106,0.0,0.0
0,0,20,2,1,17,2,0,0,14,0.0,0.0
0,0,24,1,0,0,0,0,0,3,0.0,0.0
0,0,19,2,0,102,5,0,0,30,0.0,0.0
0,0,12,1,0,72,0,0,0,8,0.0,0.0
0,0,20,2,0,72,3,0,0,34,0.0,0.0
0,0,20,1,0,12,3,0,0,122,0.0,0.0
0,0,19,1,0,0,0,0,0,6,0.0,0.0
0,0,25,2,0,29,5,0,0,6,0.0,0.0
0,0,11,1,1,0,0,0,0,14,0.36,0.0
0,0,19,1,0,44,0,0,0,40,0.0,0.0
0,0,22,2,0,52,4,0,0,29,0.0,0.0
0,0,15,1,0,0,0,0,0,53,0.0,0.0
0,0,27,2,0,9,3,0,0,30,0.33,0.0
0,0,20,2,0,76,5,0,0,35,0.09,0.0
0,0,13,1,0,81,5,1,0,40,0.0,0.0
0,0,15,1,0,15,1,0,0,23,0.78,0.61
0,0,21,1,0,0,0,0,0,6,0.0,0.0
0,0,19,2,1,7,2,0,0,75,0.0,0.0
0,1,10,1,0,6,2,0,0,86,0.0,0.0
0,0,16,1,0,6,3,0,0,18,0.0,0.0
0,0,13,1,0,21,5,0,0,129,0.0,0.0
0,0,16,2,0,15,3,0,0,31,0.0,0.0
0,0,20,1,0,0,0,0,0,43,0.0,0.0
0,0,25,1,0,44,6,0,0,5,0.0,0.0
0,0,27,2,0,67,5,0,0,32,0.0,0.0
0,0,16,1,0,40,3,0,0,4,0.0,0.0
0,0,20,1,0,52,4,0,0,78,0.15,0.0
0,0,13,1,0,3,0,0,0,88,1.0,0.03
